City_ID,City,lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,constantine,36.365,6.6147,2.67,87,75,5.66,DZ,1677816631
369,ginda,30.6945,78.4932,17.52,20,3,1.33,IN,1677816632
370,pahrump,36.2083,-115.9839,6.81,42,4,1.34,US,1677816368
371,moron,-34.6534,-58.6198,28.87,58,15,2.33,AR,1677816633
372,beloha,-25.1667,45.05,22.84,87,100,2.51,MG,1677816633
373,akonolinga,3.7667,12.25,20.39,99,100,0.58,CM,1677816634
374,mabaruma,8.2,-59.7833,22.35,91,74,1.52,GY,1677816635
375,jiazi,22.8779,116.067,19.1,56,0,7.46,CN,1677816635
376,santa rosa,14.3122,121.1114,30.99,56,44,8.56,PH,1677816386
377,aligudarz,33.4006,49.6949,1.49,70,1,1.88,IR,1677816636
378,chardara,41.2547,67.9692,13.64,46,96,4.2,KZ,1677816637
379,hun,29.1268,15.9477,15.45,28,50,4.46,LY,1677816638
380,ajaccio,42.0,8.9167,6.03,93,100,2.57,FR,1677816638
381,belle fourche,44.6714,-103.8522,4.17,37,91,3.88,US,1677816639
382,phalombe,-15.8064,35.6507,19.57,96,96,1.3,MW,1677816639
383,hirado,33.3597,129.5531,8.83,48,3,2.33,JP,1677816640
384,hasaki,35.7333,140.8333,10.22,42,45,2.46,JP,1677816640
385,namatanai,-3.6667,152.4333,28.0,80,99,4.68,PG,1677816641
386,maceio,-9.6658,-35.7353,24.69,94,40,0.51,BR,1677816911
387,bereda,43.2686,-7.5406,-0.79,100,88,0.89,ES,1677816642
388,pangai,-19.8,-174.35,28.56,78,100,5.97,TO,1677816643
389,matagami,49.7502,-77.6328,-26.08,100,37,0.65,CA,1677816643
390,general cepeda,25.3833,-101.45,18.85,15,64,6.94,MX,1677816644
391,ola,59.5833,151.2833,-18.81,73,8,2.1,RU,1677816645
392,muravlenko,63.7898,74.523,-17.52,93,100,6.62,RU,1677816668
393,turukhansk,65.8167,87.9833,-7.78,91,100,11.83,RU,1677816669
394,los llanos de aridane,28.6585,-17.9182,14.86,92,0,3.13,ES,1677816669
395,harper,4.375,-7.7169,25.13,86,85,3.12,LR,1677816670
396,kirakira,-10.4544,161.9205,29.61,69,99,6.9,SB,1677816670
397,meulaboh,4.1363,96.1285,24.55,88,100,0.42,ID,1677816445
398,avigliano,40.7329,15.72,-0.18,92,44,1.72,IT,1677816671
399,kiunga,-6.1219,141.2906,23.73,98,100,2.14,PG,1677816672
400,kahului,20.8947,-156.47,21.02,87,40,8.75,US,1677816560
401,wamba,8.9333,8.6,23.64,46,97,0.96,NG,1677816673
402,agirish,61.9247,63.0231,-25.43,98,28,1.95,RU,1677816673
403,murgab,37.4966,61.9714,14.83,32,43,1.4,TM,1677816674
404,bathsheba,13.2167,-59.5167,24.34,83,40,9.26,BB,1677816675
405,sao felix do xingu,-6.6447,-51.995,21.91,98,84,0.36,BR,1677816412
406,clonakilty,51.6231,-8.8706,4.56,79,65,3.38,IE,1677816675
407,requena,39.4883,-1.1004,-0.27,74,64,2.83,ES,1677816676
408,neiafu,-18.65,-173.9833,30.38,74,75,3.6,TO,1677816677
409,alyangula,-13.8483,136.4192,30.07,70,71,7.92,AU,1677816677
410,sabha,27.0377,14.4283,16.7,19,76,5.01,LY,1677816678
411,ardesen,41.1911,40.9875,9.81,89,100,1.06,TR,1677816679
412,raudeberg,61.9875,5.1352,3.86,56,88,3.93,NO,1677816679
413,camabatela,-8.1881,15.375,15.73,87,87,0.77,AO,1677816680
414,irtyshskiy,58.3333,68.1333,-11.42,94,100,2.66,RU,1677816681
415,ovsyanka,55.9575,92.5519,2.54,85,99,6.34,RU,1677816681
416,maues,-3.3836,-57.7186,23.06,98,95,0.67,BR,1677816682
417,verkhoyansk,67.5447,133.385,-31.83,86,57,0.94,RU,1677816682
418,kalmunai,7.4167,81.8167,26.76,73,100,4.36,LK,1677816563
419,nianzishan,47.5167,122.8833,4.12,31,4,3.1,CN,1677816683
420,izmir,38.4622,27.0923,6.73,100,40,1.03,TR,1677816684
421,fernie,49.5,-115.0687,-7.32,97,90,1.26,CA,1677816685
422,ambato,-1.2491,-78.6168,12.72,99,100,1.42,EC,1677816610
423,preobrazheniye,42.9019,133.9064,2.94,58,59,4.98,RU,1677816687
424,mahon,39.8885,4.2658,9.31,76,20,5.66,ES,1677816687
425,balgazyn,51.0,95.2,-1.48,63,88,0.36,RU,1677816688
426,pangnirtung,66.1451,-65.7125,-12.53,70,100,3.09,CA,1677816688
427,bubaque,11.2833,-15.8333,24.66,67,0,1.51,GW,1677816689
428,tanete,-3.9443,119.7848,29.91,66,80,4.89,ID,1677816689
429,kafue,-15.7691,28.1814,17.3,94,100,0.84,ZM,1677816691
430,avanigadda,16.0215,80.9181,30.33,38,0,1.05,IN,1677816691
431,goderich,43.7501,-81.7165,-0.05,85,100,2.86,CA,1677816643
432,college,64.8569,-147.8028,-13.03,78,100,2.06,US,1677816692
433,moosburg,48.4667,11.9333,1.68,97,75,2.06,DE,1677816692
434,sao bento,-6.2833,-37.75,23.13,72,6,2.75,BR,1677816693
435,utete,-7.986,38.758,23.34,91,100,1.36,TZ,1677816694
436,klaksvik,62.2266,-6.589,5.51,81,79,8.08,FO,1677816694
437,pevek,69.7008,170.3133,-28.76,91,100,1.96,RU,1677816695
438,wagar,16.1525,36.2032,22.95,75,11,3.42,SD,1677816695
439,leua,48.2156,18.6071,0.83,73,1,1.11,SK,1677816696
440,flin flon,54.7682,-101.865,-11.11,96,100,2.86,CA,1677816697
441,dire,12.2833,-10.9667,24.24,19,0,0.06,ML,1677816697
442,hami,42.8,93.45,10.13,23,0,0.41,CN,1677816698
443,marrakesh,31.6315,-8.0083,13.04,100,40,2.06,MA,1677816572
444,port hawkesbury,45.6169,-61.3485,-1.16,97,100,6.71,CA,1677816699
445,ranong,9.9658,98.6348,30.59,56,53,1.55,TH,1677816699
446,kyshtovka,56.555,76.6271,-10.26,92,25,4.8,RU,1677816700
447,ternovka,51.678,41.6375,-5.75,95,95,5.81,RU,1677816700
448,saldanha,-33.0117,17.9442,18.38,91,51,2.6,ZA,1677816701
449,urumqi,43.801,87.6005,-7.47,86,20,1.0,CN,1677816701
450,ayna,-12.65,-73.9167,16.18,88,79,0.97,PE,1677816702
451,aykhal,66.0,111.5,-9.86,94,100,5.32,RU,1677816702
452,torres,-29.3353,-49.7269,22.68,86,100,2.74,BR,1677817055
453,yorkton,51.2167,-102.4677,-11.85,97,85,2.27,CA,1677816703
454,roma,43.2128,-75.4557,1.09,86,76,1.6,US,1677816704
455,smolenka,52.1352,113.4974,4.04,45,28,2.0,RU,1677816704
456,lima,-12.0432,-77.0282,23.28,80,0,4.12,PE,1677816880
457,caravelas,-17.7125,-39.2481,23.49,90,0,1.47,BR,1677816705
458,rulenge,-2.7175,30.6325,15.6,95,99,1.02,TZ,1677816706
459,primorsko-akhtarsk,46.0497,38.1747,0.68,59,13,1.57,RU,1677816707
460,bontang,0.1333,117.5,28.34,74,88,0.19,ID,1677816488
461,ust-uda,54.1742,103.0304,-1.77,89,99,2.79,RU,1677816708
462,onguday,50.75,86.15,0.45,71,100,2.13,RU,1677816708
463,alofi,-19.0595,-169.9187,28.94,74,75,3.6,NU,1677816709
464,luderitz,-26.6481,15.1594,15.52,93,0,3.23,NA,1677816709
465,ygatimi,-24.0833,-55.5,21.91,94,100,1.71,PY,1677816710
466,egvekinot,66.3167,-179.1667,-26.13,97,100,1.21,RU,1677816710
467,ergani,38.2653,39.7621,7.96,64,100,1.93,TR,1677816711
468,kavaratti,10.5669,72.642,27.51,72,13,3.35,IN,1677816711
469,salisbury,51.0693,-1.7957,4.16,79,100,4.63,GB,1677816712
470,pak phanang,8.3511,100.202,30.02,75,71,3.4,TH,1677816713
471,gilgit,35.9221,74.3087,7.6,82,97,0.66,PK,1677816714
472,presidencia roque saenz pena,-26.7852,-60.4388,20.91,98,6,1.68,AR,1677816714
473,mani,4.8172,-72.2886,27.03,56,50,2.0,CO,1677816715
474,arman,59.7,150.1667,-18.88,70,9,1.63,RU,1677816715
475,iskateley,67.6803,53.1512,-24.37,100,100,2.09,RU,1677816716
476,dwarka,22.2394,68.9678,25.94,53,0,3.6,IN,1677816716
477,faya,18.3851,42.4509,11.29,55,2,1.47,SA,1677816717
478,esso,55.9333,158.7,-12.22,84,89,1.15,RU,1677816718
479,hualmay,-11.0964,-77.6139,22.93,83,100,2.9,PE,1677816719
480,strzelin,50.7816,17.0648,1.4,88,2,1.91,PL,1677816719
481,kulevcha,46.0303,29.9361,0.61,83,35,0.44,UA,1677816720
482,atar,20.5169,-13.0499,19.35,26,0,4.1,MR,1677816720
483,mulege,26.8833,-111.9833,11.58,51,0,3.83,MX,1677816721
484,puerto escondido,15.85,-97.0667,25.46,78,40,3.09,MX,1677816721
485,paita,-5.0892,-81.1144,25.08,76,76,5.1,PE,1677816722
486,andapa,-14.65,49.65,21.12,95,94,0.85,MG,1677816723
487,storforshei,66.4043,14.5233,0.37,92,100,1.03,NO,1677816724
488,anderson,34.5334,-82.6499,15.37,96,100,1.54,US,1677816551
489,goba,7.0167,39.9833,9.11,83,43,1.59,ET,1677816725
490,kungurtug,50.5994,97.5228,-2.42,60,18,0.91,RU,1677816725
491,kabinda,-6.1333,24.4833,17.09,97,100,1.28,CD,1677816726
492,karabulak,43.3036,44.8964,-1.45,94,45,1.95,RU,1677816507
493,chokurdakh,70.6333,147.9167,-34.97,96,65,2.18,RU,1677816727
494,necochea,-38.5473,-58.7368,15.09,79,3,4.77,AR,1677816595
495,tarauaca,-8.1614,-70.7656,22.94,95,100,1.09,BR,1677816728
496,kattivakkam,13.2167,80.3167,27.05,56,83,2.38,IN,1677816728
497,esna,25.2934,32.554,22.16,16,0,3.12,EG,1677816729
498,kandrian,-6.2167,149.55,28.61,75,98,3.87,PG,1677816729
499,mnogovershinnyy,53.9353,139.9242,-12.11,77,91,0.28,RU,1677816730
500,motema,8.6,-11.0333,20.48,96,5,0.7,SL,1677816730
501,binga,-17.6203,27.3414,21.11,77,90,0.43,ZW,1677816731
502,vero beach,27.6386,-80.3973,23.91,76,0,3.09,US,1677816515
503,mahendranagar,28.9167,80.3333,26.87,20,0,1.38,NP,1677816732
504,denpasar,-8.65,115.2167,29.81,74,20,5.14,ID,1677816611
505,progreso,21.2833,-89.6667,27.06,59,0,7.12,MX,1677816733
506,celestun,20.8667,-90.4,25.78,73,1,3.37,MX,1677816734
507,farafangana,-22.8167,47.8333,24.15,87,96,0.3,MG,1677816734
508,fujin,47.26,132.0322,-5.45,76,20,6.23,CN,1677816735
509,gimli,50.6336,-96.9907,-9.34,94,100,6.3,CA,1677816736
510,santa luzia,-19.7697,-43.8514,23.5,95,81,1.39,BR,1677816736
511,havre-saint-pierre,50.2334,-63.5986,-12.53,96,78,2.18,CA,1677816737
512,fort morgan,40.2503,-103.8,0.36,74,0,0.0,US,1677816737
513,kocevje,45.6433,14.8633,4.77,99,100,0.3,SI,1677816738
514,fort saint james,54.4333,-124.25,-3.18,79,100,4.55,CA,1677816739
515,tilichiki,60.4667,166.1,-20.09,93,100,3.77,RU,1677816739
516,olavarria,-36.8927,-60.3225,19.16,54,6,3.92,AR,1677816740
517,gunnedah,-30.9833,150.25,33.28,21,0,4.19,AU,1677816741
518,dondaicha,21.3333,74.5667,30.91,20,0,2.76,IN,1677816741
519,noumea,-22.2763,166.4572,29.99,99,98,7.54,NC,1677816557
520,sawtell,-30.3833,153.1,26.01,61,33,5.66,AU,1677816743
521,tomatlan,19.9333,-105.25,18.87,64,34,1.25,MX,1677816744
522,bairiki,1.3292,172.9752,31.0,70,40,2.57,KI,1677816744
523,manica,49.0,-1.1667,0.87,98,25,2.09,FR,1677816745
524,nanakuli,21.3906,-158.1547,22.97,68,75,4.63,US,1677816746
525,muros,42.7762,-9.0603,0.64,82,60,2.2,ES,1677816746
526,samarai,-10.6167,150.6667,28.31,78,98,9.18,PG,1677816747
527,delijan,33.9905,50.6838,8.23,42,0,1.97,IR,1677816748
528,tarko-sale,64.9225,77.785,-14.69,93,100,11.58,RU,1677816748
529,kilemary,56.7783,46.8659,-9.24,95,100,3.04,RU,1677816749
530,sulzbach-rosenberg,49.4983,11.7517,-1.18,74,9,2.0,DE,1677816749
531,soyo,-6.1349,12.3689,25.35,87,88,3.34,AO,1677816750
532,casper,42.8666,-106.3131,-3.44,68,75,12.35,US,1677816574
533,molina,-35.1167,-71.2833,18.85,59,0,3.09,CL,1677816751
534,mandalgovi,45.7625,106.2708,4.93,15,73,5.17,MN,1677816751
535,barra dos coqueiros,-10.9089,-37.0386,27.01,78,40,3.6,BR,1677816752
536,waiuku,-37.25,174.75,24.07,76,86,2.58,NZ,1677816492
537,hamilton,39.1834,-84.5333,8.33,69,65,2.24,US,1677816289
538,sonqor,34.7837,47.6004,4.2,71,48,1.05,IR,1677816754
539,san cristobal,7.7669,-72.225,20.1,77,59,1.11,VE,1677816755
540,leopold,-38.1833,144.4667,20.12,54,40,6.69,AU,1677816755
541,prince rupert,54.3161,-130.3201,1.05,86,100,3.6,CA,1677816622
542,sindon,17.0603,122.0151,22.82,79,97,2.02,PH,1677816756
543,gomel,52.4345,30.9754,0.99,86,75,5.0,BY,1677816757
544,el alto,-4.2714,-81.2147,24.14,76,67,4.12,PE,1677816757
545,naron,43.5167,-8.1528,5.58,82,95,2.62,ES,1677816758
546,mercedes,-34.6515,-59.4307,27.1,43,13,3.02,AR,1677816758
547,vaitape,-16.5167,-151.75,28.19,68,10,2.46,PF,1677816759
548,rena,61.1348,11.3641,-12.25,93,88,1.5,NO,1677816760
549,melfort,52.8667,-104.6177,-4.54,94,100,3.49,CA,1677816760
550,beckley,37.7782,-81.1882,7.94,89,0,1.54,US,1677816643
551,ozark,37.0209,-93.206,7.23,96,100,2.68,US,1677816762
552,diffa,13.3154,12.6113,26.04,14,24,3.78,NE,1677816763
553,fairbanks,64.8378,-147.7164,-13.02,79,100,2.06,US,1677816749
554,dharchula,29.85,80.5333,20.92,21,0,1.8,IN,1677816763
555,osypenko,46.9136,36.8253,0.22,70,28,2.33,UA,1677816764
556,dunedin,-45.8742,170.5036,20.62,63,11,2.82,NZ,1677816765
557,touros,-5.1989,-35.4608,24.52,91,100,4.81,BR,1677816765
558,tautira,-17.7333,-149.15,27.24,78,4,3.68,PF,1677816766
559,aktash,50.3,87.7333,-6.05,61,48,3.2,RU,1677816766
560,camopi,3.1655,-52.3158,21.46,99,94,0.97,GF,1677816767
561,dalbandin,28.8947,64.4101,15.21,73,91,1.66,PK,1677816768
562,bac lieu,9.285,105.7244,28.87,53,79,8.09,VN,1677816768
563,oksfjord,70.2396,22.3479,1.1,94,86,2.53,NO,1677816769
564,kaduna,10.5222,7.4383,23.05,25,100,0.78,NG,1677816769
565,ilinskiy,55.619,38.1182,-0.79,100,75,3.0,RU,1677816770
566,dasoguz,41.8363,59.9666,6.28,60,96,5.25,TM,1677816770
567,mapiri,-15.25,-68.1667,21.09,99,99,0.45,BO,1677816771
568,esperance,-33.8667,121.9,27.73,44,10,2.55,AU,1677816771
569,kruisfontein,-34.0033,24.7314,16.6,89,1,2.05,ZA,1677816772
570,dryden,49.7833,-92.7503,-4.84,68,100,6.69,CA,1677816772
571,bjornevatn,69.6672,29.9847,-3.21,93,20,2.57,NO,1677816773
572,stains,48.95,2.3833,2.3,89,18,3.6,FR,1677816773
573,eureka,40.8021,-124.1637,7.89,93,100,0.89,US,1677816774
574,amahai,-3.3333,128.9167,28.7,71,100,2.41,ID,1677816774
575,keflavik,64.0049,-22.5624,3.24,100,75,2.57,IS,1677816775
576,waddan,29.1614,16.139,15.35,30,42,4.68,LY,1677816776
577,paamiut,61.994,-49.6678,3.4,69,100,3.78,GL,1677816776
578,taoudenni,22.6783,-3.9836,21.94,18,0,4.09,ML,1677816777
579,cascais,38.6979,-9.4215,8.62,71,100,7.6,PT,1677816778
580,haifa,32.8156,34.9892,19.56,70,40,6.17,IL,1677816778
